id,date,start,duration,room,track,title,slug,url,abstract,slides
3553,2024-02-03,18:00,25,Janson,Main Track - Janson,Learning from disaster response teams to save the internet,fosdem-2024-3553-learning-from-disaster-response-teams-to-save-the-internet,https://fosdem.org/2024/schedule/event/fosdem-2024-3553-learning-from-disaster-response-teams-to-save-the-internet/,"<p>Not to sound like an alarmist, but the free internet is in crisis. Corporations and bad actors treat people like products and mine their personal data and passions for profit. So we must convene as a community to save the internet — but how, when by virtuous design we as a community are distributed and decentralized? By learning from the distributed teams who have been responsible for reacting in crisis situations for centuries. In this talk, I’ll explore how we can apply social network analysis findings gleaned from studying disaster response teams in laboratory and field settings to empower leadership and strengthen community ties in pursuit of our collective goal: to ensure the internet is free, open, and safe for all, forever.</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-3553-learning-from-disaster-response-teams-to-save-the-internet/slides/22462/Slides_Learning_from_disaster_response_teams_to_pfOwmbA.pdf
2332,2024-02-03,18:30,25,Janson,Main Track - Janson,Magic and Software,fosdem-2024-2332-magic-and-software,https://fosdem.org/2024/schedule/event/fosdem-2024-2332-magic-and-software/,"<p>Software development is one large puzzle – how do I make my computer do this task, using that software, or this language. Luckily, we can search for the answer to our problems on sites like Google and StackOverflow. Magicians can't. The secrets to magic aren't readily available in any format, making study and search very difficult. </p>
<p>In this talk-come-magic show, the speaker, who is also a magician, discusses some of the history of secrets and magic, and covers the problems of creating searchable taxonomies for magic, the cases of IP law which have surprising parallels to software, and even performs a few routines to keep you on your toes!</p>",
1861,2024-02-03,10:30,60,J.1.106,FOSS Educational Programming Languages devroom,Creative Coding with TurtleStitch,fosdem-2024-1861-creative-coding-with-turtlestitch,https://fosdem.org/2024/schedule/event/fosdem-2024-1861-creative-coding-with-turtlestitch/,"<p>Turtlestitch is based on a browser-based educational programming language (Snap!) to generate patterns for embroidery machines. It is easy to use, requiring no prior knowledge in programming, yet powerful in creating nowels patterns for embroidery. It is useful for designers to experiment with generative aesthetics and precision embroidery as well as a tool for innovative workshops combining an introduction to programming with a haptic output.</p>",
1634,2024-02-03,11:40,60,J.1.106,FOSS Educational Programming Languages devroom,MicroBlocks,fosdem-2024-1634-microblocks,https://fosdem.org/2024/schedule/event/fosdem-2024-1634-microblocks/,"<p><a href=""https://microblocks.fun"">MicroBlocks</a> is a blocks programming language for physical computing inspired by Scratch. MicroBlocks is a non-profit open-source project that makes physical computing fun and easy. Although it's goal is to enable and inspire youth (10+), curious makers of all ages are encouraged to embrace the joys of physical computing. Unlike other programming environments for microcontrollers, MicroBlocks is LIVE. That is, the MicroBlocks IDE (editor running on a computer) and the MicroBlocks code (running on a microcontroller) are constantly kept in sync. The blocks-based editor makes it easy to click any block or script of blocks to execute them immediately. Development and debugging occur at the same time. The project lives up to its tagline ""small, fast, human friendly"". :)</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-1634-microblocks/slides/22137/FOSDEM_February_2024_SrimVSE.pdf
3527,2024-02-03,12:50,60,J.1.106,FOSDEM junior,MicroBlocks Workshop,fosdem-2024-3527-microblocks-workshop,https://fosdem.org/2024/schedule/event/fosdem-2024-3527-microblocks-workshop/,"<p>MicroBlocks is a blocks programming language for physical computing inspired by Scratch. It runs on microcontrollers such as the micro:bit, Calliope mini, AdaFruit Circuit Playground Express, and many others. </p>
<p>Anyone aged 7 to 17 can visit the workshop and learn how to program microcontrollers with <a href=""https://microblocks.fun/"">MicroBlocks</a>.</p>
<p>Registration will be required for this session. Use the following <a href=""https://coderdojo.com/en/events/Z2lkOi8vY2x1YnMtYXBpL0V2ZW50LzViN2MxOGVhLTUzZjctNDEwYS1hNWZjLWZiYmYzOGYyNjg4Yw/bookings/new"">link</a> to register.</p>",
3531,2024-02-03,14:00,60,J.1.106,FOSDEM junior,Snap! workshop,fosdem-2024-3531-snap-workshop,https://fosdem.org/2024/schedule/event/fosdem-2024-3531-snap-workshop/,"<p><a href=""https://snap.berkeley.edu/"">Snap!</a> is a broadly inviting programming language for kids and adults that's also a platform for serious study of computer science.</p>
<p>Anyone aged 7 to 17 can visit the workshop and learn how to use Snap!.</p>
<p>Registration will be required for this session. Use the following <a href=""https://coderdojo.com/en/events/Z2lkOi8vY2x1YnMtYXBpL0V2ZW50LzJjNDc0OThiLWNjYzctNGFmNC1iZWJiLTRmNmI4NDdhZTU4Yg/bookings/new"">link</a> to register.</p>",
3526,2024-02-03,15:10,60,J.1.106,FOSDEM junior,ZIM Workshop,fosdem-2024-3526-zim-workshop,https://fosdem.org/2024/schedule/event/fosdem-2024-3526-zim-workshop/,"<p><a href=""https://zimjs.com/"">ZIM</a> is a general Canvas Framework with simple, powerful JavaScript that lets everyone, from beginners to professionals, code creativity.</p>
<p>Anyone aged 7 to 17 can visit the workshop and learn how to use ZIM.</p>
<p>Registration will be required for this session. Use the following <a href=""https://coderdojo.com/en/events/Z2lkOi8vY2x1YnMtYXBpL0V2ZW50Lzg1OGRiZWQxLWVjYzEtNGQ3Mi1hMzRjLTU3ZTAzYThjZjIzOA/bookings/new"">link</a> to register.</p>",
1866,2024-02-03,16:20,60,J.1.106,FOSS Educational Programming Languages devroom,GDevelop,fosdem-2024-1866-gdevelop,https://fosdem.org/2024/schedule/event/fosdem-2024-1866-gdevelop/,"<p>GDevelop is an open-source, no-code, lightweight and fast game engine.
The goal of the project: make game creation radically more fast, simple, accessible.</p>
<p>In this presentation, we'll showcase GDevelop and, notably, its usage in education.</p>",
1862,2024-02-03,17:30,60,J.1.106,FOSS Educational Programming Languages devroom,Hedy,fosdem-2024-1862-hedy,https://fosdem.org/2024/schedule/event/fosdem-2024-1862-hedy/,"<p><a href=""https://www.hedycode.com/"">Hedy</a> is a gradual programming language to teach children programming. Gradual languages use different language levels, where each level adds new concepts and syntactic complexity. At the end of the Hedy level sequence, kids master a subset of syntactically valid Python.</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-1862-hedy/slides/22430/Hedy_-_A_gradual_programming_language_Mh3ydvL.pdf
2741,2024-02-03,10:00,50,K.1.105 (La Fontaine),Main Track - K Building,Take Your FOSS Project From Surviving To Thriving,fosdem-2024-2741-take-your-foss-project-from-surviving-to-thriving,https://fosdem.org/2024/schedule/event/fosdem-2024-2741-take-your-foss-project-from-surviving-to-thriving/,"<p>In 2012, Thunderbird was pronounced dead. What happened next unfolded like a fairytale, as the Thunderbird project roared back to life on the shoulders of an incredibly generous community. Fast-forward to the end of 2022, and Thunderbird raised an astounding $6.4 million in donations. Within the last 3 years, it experienced a 326% revenue increase, quadrupled its core team, visually overhauled the desktop application, and announced plans to expand to Android and iOS. But how did this happen? More importantly, can your open source project use Thunderbird's experience as a template for success and sustainability? You absolutely can. Join us to find out how!</p>",
3508,2024-02-03,11:00,50,K.1.105 (La Fontaine),Main Track - K Building,"NetBSD 10: Thirty years, still going strong!",fosdem-2024-3508-netbsd-10-thirty-years-still-going-strong-,https://fosdem.org/2024/schedule/event/fosdem-2024-3508-netbsd-10-thirty-years-still-going-strong-/,"<p>In 2023, the NetBSD project celebrated 30 years since its first release, 0.8. Now, four years after NetBSD 9, NetBSD 10 brings a huge number of changes and improvements. This talk will dive into the most important new features of NetBSD 10, such as performance and security improvements, expanded CPU and GPU support, improved virtualization and more!</p>
<p>Another strength of NetBSD is its package system, pkgsrc, which is portable to dozens of other OSes and can even be used like virtualenv for development and deployment environments.</p>
<p>But over all this, the question remains: how relevant is NetBSD these days? There is a small but friendly, and tight-knit community of users and developers. The focus on portability and cleanliness provides a good system for both beginners and tinkerers, but also a rock-solid server or workstation system. We will go over some cool use cases and show ways that you can get involved.</p>",
3353,2024-02-03,12:00,50,K.1.105 (La Fontaine),Main Track - K Building,Reproducible Builds: The First Ten Years,fosdem-2024-3353-reproducible-builds-the-first-ten-years,https://fosdem.org/2024/schedule/event/fosdem-2024-3353-reproducible-builds-the-first-ten-years/,"<p>In this talk Holger ""h01ger"" Levsen will give an overview about Reproducible Builds: How it started with a small BoF at DebConf13 (and before), then grew from being a Debian effort to something many projects work on together, until in 2021 it was mentioned in an executive order of the president of the United States. And of course, the talk will not end there, but rather outline where we are today and where we still need to be going, until Debian stable (and other distros!) will be 100% reproducible, verified by many.</p>
<p>h01ger has been involved in reproducible builds since 2014 and so far has set up automated reproducibility testing for Debian, Fedora, Arch Linux, FreeBSD, NetBSD and coreboot.</p>",
3370,2024-02-03,13:00,50,K.1.105 (La Fontaine),Main Track - K Building,An engineer's guide to Linux Kernel upgrades,fosdem-2024-3370-an-engineer-s-guide-to-linux-kernel-upgrades,https://fosdem.org/2024/schedule/event/fosdem-2024-3370-an-engineer-s-guide-to-linux-kernel-upgrades/,"<p>The Linux Kernel lies at the heart of many high profile services and applications. And since the kernel code executes at the highest privilege level it is very important to keep up with kernel updates to ensure the production systems are patched in a timely manner for numerous security vulnerabilities discovered almost every day.</p>
<p>Yet, because the kernel code executes at the highest privilege level and a kernel bug usually crashes the whole system, many SREs, production engineers and system administrators try to avoid upgrading the kernel too often just for the sake of stability. In many companies we have seen a tendency to create more obstacles to Linux kernel releases (requiring more approvals, harder update justifications, requiring more time in canary testing etc). But introducing all these obstacles and not treating kernel updates like any other software updates usually significantly increases the risk for the company and their service of being exploited.</p>
<p>One of the reasons SREs and production engineers are too afraid of ANY kernel upgrade is that they don’t actually know the details about Linux kernel release process and policy. This talk tries to demystify Linux Kernel releases and provides a guide on how to distinguish a kernel bugfix release from a feature release. We also try to explore why commonly established perceptions and patterns around production kernel releases are wrong and how you actually risk the stability of your systems by not releasing the kernel regularly. In the end we describe how kernel releases are implemented in our company and propose possible approaches to deploy kernel upgrades regularly with minimal risk.</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-3370-an-engineer-s-guide-to-linux-kernel-upgrades/slides/22198/Linux_Kernel_Upgrades_budIIgJ.pdf
2452,2024-02-03,14:00,50,K.1.105 (La Fontaine),Main Track - K Building,Using your Laptop TPM as a Secure Key Store: Are we there yet?,fosdem-2024-2452-using-your-laptop-tpm-as-a-secure-key-store-are-we-there-yet-,https://fosdem.org/2024/schedule/event/fosdem-2024-2452-using-your-laptop-tpm-as-a-secure-key-store-are-we-there-yet-/,"<p>The idea of using the comparatively new TPM2.0 as an infinite keystore was first proposed in 2016.  Since then the base enabling work has been done inside the Linux Kernel and at the engine and provider layer of openssl and separately in gnupg (from 2.3).  The main stumbling block in openssl, that of engine key enabling, has finally been mitigated by the openssl 3 move to providers.  The big outlier is still openssh, which won't embrace either engines or providers, but the gpg-agent can be used to provide a TPM key based ssh-agent emulation.  In this session, we'll review where we are and how to use a laptop TPM as a keystore (including a demonstration of ssh, gpg openssl and kernel based TPM keys), and where we're going including using TPM sealed keys with policy in the Linux Kernel to unlock disks under particular circumstances; the addition of localities to give keys which cannot be unsealed outside the kernel and the use of signed policies to try to counter the brittleness of PCR locking for measured boot (a signed policy key is a key that has a base policy, like locality, but which can have a set of signed policies that specify things like PCR values, which may be added to after the key was created).</p>",
3485,2024-02-03,15:00,50,K.1.105 (La Fontaine),Main Track - K Building,Hactorscript in ART: Bug-free Software on Unhackable Hardware,fosdem-2024-3485-hactorscript-in-art-bug-free-software-on-unhackable-hardware,https://fosdem.org/2024/schedule/event/fosdem-2024-3485-hactorscript-in-art-bug-free-software-on-unhackable-hardware/,"<p>As the Internet-of-Things moves into space the need for absolute security becomes paramount. Using inexpensive encrypted secure boot RISC-V devices and software minimalism we build first in the home for fun and then commercialize for space and ground based applications.  Bug-free modules of actor components compete for efficiency in a distributed matrix of algorithms.</p>
<p>We present an overview of the multi-core memory safe language called Hactorscript and its widely ported Actor RunTime (ART) above minimal POSIX.  With no threads, stacks, locks, or loops, the cores directly compete for work on lockless (“MPMC”) queues.  These queues can be fed at “interrupt” levels.</p>
<p>Finite-state-machines are nearly direct Actor specifications (as is TLA) and form the first set of composable bug-free modules.</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-3485-hactorscript-in-art-bug-free-software-on-unhackable-hardware/slides/22293/Draft2_3QvqGJE.pdf
2092,2024-02-03,16:00,50,K.1.105 (La Fontaine),Main Track - K Building,The D Programming Language for Modern Open Source Development,fosdem-2024-2092-the-d-programming-language-for-modern-open-source-development,https://fosdem.org/2024/schedule/event/fosdem-2024-2092-the-d-programming-language-for-modern-open-source-development/,"<p>The D programming language has been quietly growing for well over two decades. This modern programming language supports multiple programming paradigms, a range of memory safety features, and an ecosystem with 3 open source compilers. So why should an open source developer consider learning or using the D programming language? In this talk I will show examples of how D has replaced all of my Python code for my projects, and why I think D truly is a language that allows you to ""write fast, read fast, and run fast"" code. I will introduce the language, several of my favorite productivity features, and tools in the D programming language ecosystem. Throughout the talk, the audience will also be pointed to several open source tools written in the D language to be inspired from. Audience members looking for a new language to learn, or otherwise the programming language enthusiast may also benefit from a tour of the D language and its features.</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-2092-the-d-programming-language-for-modern-open-source-development/slides/22350/The_D_Programming_Language_for_Modern_Open_Sour_IlLomjq.pdf
3095,2024-02-03,17:00,50,K.1.105 (La Fontaine),Main Track - K Building,One way forward: finding a path to what comes after Unix,fosdem-2024-3095-one-way-forward-finding-a-path-to-what-comes-after-unix,https://fosdem.org/2024/schedule/event/fosdem-2024-3095-one-way-forward-finding-a-path-to-what-comes-after-unix/,"<p>Plan 9 was intended to be Unix, done better. It pre-emptively replaced a lot of what we now bodge together with VMs, containers, and even microkernels, and it did it more simply and cleanly. But it wasn't compatible enough to replace its ancestor. With off-the-shelf existing 21st century tech, we can fix that.</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-3095-one-way-forward-finding-a-path-to-what-comes-after-unix/slides/22409/1_way_fwd-fosdem_24_w_notes_ChfmMWi.odp
1902,2024-02-03,18:00,50,K.1.105 (La Fontaine),Main Track - K Building,First Aid Kit for C/C++ Server Performance,fosdem-2024-1902-first-aid-kit-for-c-c-server-performance,https://fosdem.org/2024/schedule/event/fosdem-2024-1902-first-aid-kit-for-c-c-server-performance/,"<p>Enhancing server performance typically entails achieving one or more of the following objectives: reduce latency, increase number of requests per second (RPS), and minimize CPU and memory usage. These goals can be pursued through architectural modifications, such as eliminating some network hops, distributing data across multiple servers, upgrading to more powerful hardware, and so forth. This talk is not about that.</p>
<p>I categorize the primary sources of code performance degradation into three groups:</p>
<ul>
<li>Thread contention. For instance, too hot mutexes, overly strict order in lock-free operations, and false sharing.</li>
<li>Heap utilization. Loss is often caused by frequent allocation and deallocation of large objects, and by the absence of intrusive containers at hand.</li>
<li>Network IO. Socket reads and writes are expensive due to being system calls. Also they can block the thread for a long time, resulting in hacks like adding tens or hundreds more threads. Such measures intensify contention, as well as CPU and memory usage, while neglecting the underlying issue.</li>
</ul>
<p>I present a series of concise and straightforward low-level recipes on how to gain performance via code optimizations. While often requiring just a handful of changes, the proposals might amplify the performance N-fold.</p>
<p>The suggestions target the mentioned bottlenecks caused by certain typical mistakes. Proposed optimizations might render architectural changes not necessary, or even allow to simplify the setup if existing servers start coping with the load effortlessly. As a side effect, the changes can make the code cleaner and reveal more bottlenecks to investigate.</p>",
2037,2024-02-03,10:30,30,K.3.201,Software Defined Storage devroom,HopsFS FUSE Mount,fosdem-2024-2037-hopsfs-fuse-mount,https://fosdem.org/2024/schedule/event/fosdem-2024-2037-hopsfs-fuse-mount/,"<p>Introducing HopFS Mount, a FUSE file system designed to enhance user experience and simplify interactions with distributed file systems, specifically tailored for HopsFS. Leveraging the Filesystem in Userspace (FUSE) framework, our solution establishes a seamless interface, shielding users from the inherent complexities associated with distributed file operations.</p>
<p>HopsFS, a derivative of HDFS, renowned for its scalability and performance, is now easily accessible with the familiarity of a local file system through our FUSE-based innovation. By abstracting the intricacies of distributed file systems, our implementation ensures that users engage with HopsFS in a manner similar to traditional file systems. This abstraction not only reduces the entry barriers for users unfamiliar with distributed systems but also enhances the overall usability and accessibility of HopsFS.</p>",
3418,2024-02-03,11:05,25,K.3.201,Software Defined Storage devroom,External Rook Ceph Cluster,fosdem-2024-3418-external-rook-ceph-cluster,https://fosdem.org/2024/schedule/event/fosdem-2024-3418-external-rook-ceph-cluster/,"<p>You may have an existing Ceph cluster that you want to integrate with Kubernetes, or wanted centralized ceph management in a single cluster connected to multiple Kubernetes clusters what's the solution? External Rook-Ceph Cluster. An external cluster is a Ceph configuration that is managed outside of the local K8s cluster. In external mode, Rook will provide the configuration for the CSI driver and other basic resources that allow your applications to connect to Ceph in the external cluster. This talk will give a quick overview of the Rook external cluster, which includes its deployment, demo, and how the latest ceph features can be used with this like Multi-site, rados namespace, etc.</p>",https://fosdem.org/2024/events/attachments/fosdem-2024-3418-external-rook-ceph-cluster/slides/22109/Fosdem_Feb_2024External_clusters_4dfuDaY.pdf
